id;fecha;anio;mes;tipoprop;lugar;geoname_num;lat_lon;sup_tot_m2;sup_cub_m2;piso;cant_amb;des;tit;Pozo;Boleto;Unidades;Departamentos;Entrega;Inversor;Posesion;Cuotas;Anticipo;Estrenar;Emprendimiento;Resumen;Amenities;Cochera;Patio;Categoria;Balcon;Clase
198.014;2/3/15 0:00;2015;feb;dto;Villa Crespo;3427458;-34.6031484,-58.4410118;56;34;1;1;En Villa Crespo departamento tipo loft en venta, monoambiente muy amplio. Con todas las comodidades, emprendimiento en construccion. Las terminaciones: Balcon aterrazado, conexion instalada para equipos de Aire Acondicionado split friÂ_o/calor, agua calie;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
198.037;1/28/16 0:00;2016;ene;dto;Puerto Madero;3429760;-34.6156785703,-58.3629808981;25;25;;1;LUMIERE  Departamento 1 ambiente a estrenar 38m2ESPECIFICACIONES TÃ‰CNICASEquipamiento de cocina y lavadero: Mesada de granito con doble bacha de acero inoxidable y griteria mono comando. Bajo mesada y alacena en melamina con herrajes de diseÃ±o. Cajones;LUMIERE - Departamento 1 ambiente a estrenar 8entrega en Abril 2016);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
198.068;4/13/15 0:00;2015;abr;casa;Nunez;3430348;-34.5426753,-58.4647072;300;200;;4;Casa en 2 plantas, sobre lote 8.66 x 18.50. PB: Gran cocina comedor con muebles bajo mesadas y alacenas, Amplio living en L con pisos tarugados, escritorio con pisos tarugados y placard, dormitorio con entrepiso, bao, toilette, patio central y garage para;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
198.080;4/12/15 0:00;2015;abr;dto;San Telmo;3428113;-34.6252712747,-58.3710658663;420;260;;;Excelente EDIFICIO FRANCÃƒS en esquina todo externoTechos de triple altura Triplex absolutamente RECICLADO con diseÃƒÂ±o moderno, con amplios ambientes e idea de loft  Gran vista abierta al museo y al parque Lezama, desde todos los ambientes  Semipiso alt;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.198;7/4/15 0:00;2015;jul;casa;Palermo;3430234;-34.5895063,-58.4193166;0;0;;6;Excelente PH de estilo en planta Alta de 5 ambientes con dependencia y amplia terraza reciclado a nuevo.;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.218;9/29/15 0:00;2015;sep;dto;Capital Federal;3433955;-29.5370502,-62.2660294;0;85;;4;Excelente departamento con cochera fija en planta baja con entrada al departamento, con detalles de epoca, muy luminoso, se entra a un hall de ahi se accede al comedor diario y la cocina con muebles altos y bajos en ochova con muy buena ventilacion por un;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
198.285;12/7/15 0:00;2015;dic;dto;Colegiales;3435356;-34.555964,-58.471749;;76;;3;Rosario Pinto  CUCICBA 2718Contacto: Diego Putruele del Mazo  MLS ID # 42032103045Ingresamos y observamos un gran living/comedor con balcon corrido. Tres dormitorios con placard. Cocina comedor con lavadero independiente. BaÃ±o completo con hidromasaje. B;Depto 4 amb con balcon en inmejorable zona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
198.319;10/30/15 0:00;2015;oct;dto;Villa Urquiza;3433775;-34.5747036,-58.4995502;56;46;;2;VENTA DUPLEX 2 AMBIENTES IMPECABLE COMO A ESTRENAR NUNCA HABITADOPISO 5Âº FRENTE VISTA ABIERTA 56 MT TOTALES 46 MT CUBIERTOS BALCON TERRAZAPISOS DE PARQUET  ESCALERA DE ROBLEAIRE ACONDICIONADO FRIO CALOR SPLITCOCINA Y HORNO ELECTRICOAGUA CALIENTE CENTRALB;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
198.391;1/19/15 0:00;2015;ene;PH;Coghlan;3435359;-34.5644917,-58.4723786;56;46;;2;Penthouse muy luminoso de 2 ambientes con baÃ±o en suite. Gran balcon  con vista panoramica a toda la zona. (posibilidad de colocar parrilla). Con cochera fija;Ph venta;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
198.458;5/20/15 0:00;2015;may;local;San Nicolas;6693229;-34.6115409,-58.3719576;2000;2000;;1;Subsuelo, planta baja y 7 pisos.Escalera de marmol de Carrara, original del edificio, sin desgaste  alguno. Pasamanos de madera lustrada con terminaciones de bronce. Pisos alfombrados  con dibujo corbatero del 1ro al 5to y escoces en el 6to (alfombras Mel;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.468;5/11/15 0:00;2015;may;dto;Almagro;3436397;-34.6009234,-58.4308483;38;32;1;2;VENTA DEPARTAMENTO 2 AMBIENTES ALMAGRO Departamento de 2 ambientes lateral. Unidad en muy buen estado con patio. Reciclado hace pocos aÃ±os. Excelente ubicacion proximo Avda. Corrientes, medios de transportes Â y linea de subte B. Se deja constancia que l;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
198.518;5/1/15 0:00;2015;may;dto;Villa General Mitre;3427433;-34.646325,-58.456868;;43;5;1;Gustavo Guastello   869Contacto: Graciela Pousa  MLS ID # 42024104168Confortable 2 ambientes con balcon. Todo externo rodeado de verde..  39.23 m2 cubiertos y 43.43 m2 totales.  Luminoso con  Vistas agradables a jardines y parques.  Cocina con lavadero in;2 Ambientes con Balcon al frente Apto Credito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
198.565;1/25/16 0:00;2016;ene;dto;San Cristobal;3429153;-34.6244262,-58.3973636;32;32;;;CODIGO: 4645555 ubicado en: Av. Entre Rios al 800   Publicado por: ROBESI NEGOCIOS INMOBILIARIOS. El precio es de USD 75000. San Cristobal: 2 ambientes. Semipiso. Contrafrente vista lateral, edificio de 54 aÃ±os de antigÃ_edad, amplio livingcomedor, cocin;Departamento Av. Entre Rios y Av. Independencia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.604;7/15/15 0:00;2015;jul;dto;Belgrano;3436077;-34.5651471,-58.452235;68;68;4;3;Departamento en venta, semipiso en Belgrano de 3 ambientes. Semipiso de orientacion frente. Vistas abiertas, en el frente hay un edificio retirado de la linea municipal en la esquina de JosÃ© Hernandez y Vuelta de Obligado. Doble circulacion a travÃ©s de;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.618;9/2/15 0:00;2015;sep;casa;Balvanera;6693228;-34.617157,-58.405037;;218;;6;Hernan Perrone   2792Contacto: Silvia Paredes  MLS ID # 15109927EXCELENTE PROPIEDAD UBICADA ENTRE IMPORTANTES AVENIDAS.  2 PH A REFACCIONAR.  TERRENO 7,794 Sur x 17,454 Norte PB: 4 AMBIENTES CON PATIO, BAÃ‘O Y COCINA. 1ER PISO: 4 AMBIENTES, BAÃ‘O,COCINA Y;PROPIEDAD EN BLOQUE 2 PH IDEAL INVERSOR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
198.643;12/16/15 0:00;2015;dic;dto;Villa Crespo;3427458;-34.597769,-58.42644;;36;2;1;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Villa Crespo  Apto profesionalGran Emprendimiento de 12 pisos.Departamentos monoambiente, 2 3 y 4 ambientes.Amenities premium.Cocheras.  CUCICBA Mat. 5404;Departamento en Venta ubicado en Villa Crespo;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
198.649;11/14/15 0:00;2015;nov;dto;Colegiales;3435356;-34.566708,-58.460076;;95;;3;Mariano Aufseher  CUCICBA 4251Contacto: Gustavo Esteban  MLS ID # 420251022154Edificio de categoria en Belgrano R, sobre Av, Cramer y sucre, vigilancia 24hs, orientacion NE, muy luminoso, 3 ascensores, cochera cubierta, piscina, sum, baulera, GRUPO ELECTR;4 amb, cochera piscina baulera;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
198.657;9/30/15 0:00;2015;sep;PH;Pompeya;3430387;-34.651735,-58.393316;;20;;2;Flavia Aguirre   471Contacto: Maria Teresa Roa Contreras  MLS ID # 811203Amplio PH en el barrio de Barracas sobre el pasaje Pedro Arata de aproximadamente 60 aÃ±os de antigÃ_edad.  Se encuentra construida sobre un terreno con una superficie total declarad;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.665;2/11/16 0:00;2016;feb;dto;Villa Luro;3427407;-34.6405283,-58.5294588;55;50;;;CODIGO: 56 ubicado en: Ramon Falcon 6025   Publicado por: RAFAEL ADRIAN SANFILIPPO ESTUDIO INMOBILIARIO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.789;4/24/15 0:00;2015;abr;dto;Palermo Chico;;;0;0;;5;"Departamento de 3 dormitorios en suite  Con dependencia Amplia cocina con comedor diario  Playroom/Comedor  Living  Patio cochera doble 	Piscina	2 Salones de Fiestas	Seguridad 24 hs	2 Gimnasios	Sauna	Laundry   Caracteristicas:	Cocina amplia con comedor di";4 ambientes con 3 suites y dependencia;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
198.850;2/26/16 0:00;2016;feb;casa;Coghlan;3435359;-34.5616854,-58.4794256;143;97;;3;PH 3 AMBIENTES  COGHLAN  Se ingresa por un hall de acceso en la planta baja   que distribuye a los dos dormitorios, ambos muy amplios,   en suite y uno de ellos, ademas con vestidor.   Subiendo la escalera, en el descanso de la misma,   tenemos un toilete;CASA EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198.868;11/19/15 0:00;2015;nov;PH;Flores;3433918;-34.6385919151,-58.4677621079;134;114;;4;MUY LINDO TRIPLEX DE EXCELENTE CALIDAD CONSTRUCTIVA  4 AMBIENTES CON TERRAZA Y DOS COCHERAS  LIVING COMEDOR  COCINA COMEDOR DIARIO CON MUEBLES COMPLETOS  DOS DORMITORIOS (UNO EN SUITE CON HIDROMASAJE Y CON PEQUÃ‘O BALCON)  2 BAÃ‘OS COMPLETOS  TOILETTE  PL;PH 134mÂ_ 4 ambientes con Luminoso en Quirno al 600, Capital Federal, Flores, por U$S 198.000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
198.871;6/29/15 0:00;2015;jun;casa;Belgrano;3436077;-34.5706034941,-58.4608254976;772;980;;;Impactante casa estilo INGLÃƒS en inmejorable ubicaciÃƒÂ_n (Zona de Embajadas)  Frente de 20 mts.CASA en 3 PLANTAS y SUBSUELO:  PB:  LIVING Y COMEDOR, TOILETTE, COCINA, COMEDOR DIARIO Y ESTAR, BAÃƒO PARA PILETA, 2 DEPENDENCIAS CON BAÃƒO, LAVADERO, PATIO C;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
198.927;10/15/15 0:00;2015;oct;dto;Belgrano;3436077;;195;175;;4;Quartier Libertador. Torre de Lujo. Piso alto con vista al rio. Muy buena luz y sol. Cochera  Fija. Pileta inout, solarium, gym, vestuarios,seguridad 24 hs,  sala de internet. Quincho con parrillas, Microcine, juegos para niÃ±os y un sector parquizado.  S;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
199.070;2/26/14 0:00;2014;feb;dto;Nunez;3430348;-34.55269,-58.460056;35;32;;1;Paredes de baÃ±os con guarda decorativa.Losa de baÃ±o marca FERRUM linea Bari.Griferias marca Hidromet.Cocinas equipadas con muebles bajo mesada y alacenas en melaninaHorno y Anafe indesit Mesadas de cocina de granito con bachas de acero inoxidable.Instal;Venta con renta departamento mono ambiente de calidad y estilo en NuÃ±ez;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199.092;1/17/16 0:00;2016;ene;PH;Capital Federal;3433955;;;20;;3;Maria Natale  CUCICBA 6030Contacto: Silvia Mendez Lema  MLS ID # 420461029168PH al frente con entrada independiente. Planta Baja: Se accede al primer piso por escalera. Primer Piso: cocina incorporada al livingcomedor del cual se accede al balcon, muy lum;PH 4 AMB C/TERRAZA - SIN EXPENSAS !!!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
199.135;7/18/15 0:00;2015;jul;dto;Villa Crespo;3427458;-34.5977623593,-58.4373477889;43;43;1;3;3 AMBIENTES, EN VENTA, VILLA CRESPO   SIN EXPENSAS   EXCELENTE UBICACION, A 2 CUADRAS DE AV. CORRIENTES Y SUBTE B Y A 1 CUADRA DE AV. SCALABRINI ORTIZ   UBICADO AL CONTRAFRENTE, LIVING COMEDOR, DOS DORMITORIOS, PLACARD EN PASILLO, COCINA COMPLETA CON LAVA;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199.221;7/28/15 0:00;2015;jul;casa;Palermo;3430234;-34.580813,-58.436402;362;272;;5;Angel Carranza 1900. Hall de entrada  Escritorio (o recepcion)  Cochera con entre piso  BaÃ±o completo Jardin de invierno  Living (o sala de reuniones)  Comedor principal. (Escritorio)  PequeÃ±a galeria con  cerramiento de vidrio  cocina con comedor de di;Excelente casa reciclada en Palermo Soho;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
199.258;10/19/15 0:00;2015;oct;dto;Caballito;3435874;-34.622702,-58.443017;;99;;3;Julio Alberto Teran  CUCICBA 4173Contacto: Sonia Nadal  MLS ID # 37110647VENTA DEPARTAMENTO 4 AMBIENTES Ccon COMEDROR DIARIO /BALCON SOBRE AVENIDA ALBERDI 4 /5 ambientes en el corazon de Caballito zona Primera Junta.  Buen edificio, comodos ambientes.  Gr;VENTA DPTO 4 AMB+COMEDOR DIARIO BALCÃ“N CABALLITO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
199.264;10/1/15 0:00;2015;oct;PH;Villa Luro;3427407;-34.6344886216,-58.5040777478;59;52;;2;PH en Planta baja en Villa Luro    Este PH se encuentra en una muy buena ubicacion, a metros de la Av. Juan B Justo y sus medios de transporte. El complejo cuenta con 3 unidades funcionales, 2 en Planta baja y una en 1er piso. Esta unidad esta ubicada en;PH EN VENTA;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
199.308;2/23/15 0:00;2015;feb;dto;Once;3430291;-34.6063237,-58.4030822;100;82;1;4;VENTA DEPARTAMENTO 4 AMBIENTES ONCE. DEPARTAMENTO DE 4 AMBIENTES CON DEPENDENCIA AL CONTRAFRENTE. AMPLIA UNIDAD, LUMINOSA Y FUNCIONAL CON PATIO. LIVING COMEDOR, DORMITORIOS CON PLACARD, COCINA COMEDOR DIARIO, LAVADERO INDEPENDIENTE. 3 ENTRADAS. Se deja co;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
199.309;7/3/15 0:00;2015;jul;dto;San Telmo;3428113;-34.6244301,-58.3741828;65;60;6;3;Departamento en venta de 3 ambientes con amplo balcon en pozo. Consulte por cocheras disponibles. Las unidades se desarrollan con una calidad constructiva de primera y presentan un diseÃ±o sumamente funcional y eficiente. GARAY 612 incorpora ademas una ex;DEPARTAMENTO EN VENTA;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
199.387;11/6/15 0:00;2015;nov;dto;Balvanera;6693228;-34.60443,-58.39307;82;73;;4;MUY BUEN DEPARTAMENTO CON VISTA A LA CIUDAD.DOS DORMITORIOS ,,LIVING COMEDOR CON  BALCON CORRIDO AL FRENTE., COCINA, LAVADERO, BAÃ‘O , TOILETE, DEP. DE SERVICIOUBICADO SOBRE AVENIDA CORRIENTES A  METROS DE AV. CALLAO.INNUMERABLES LINEAS DE TRANSPORTES, SU;Departamento sobre Av Corrientes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
199.468;8/11/15 0:00;2015;ago;dto;Belgrano;3436077;-34.5593303,-58.4472727;90;83;;3;Hermoso 3 ambientes en excelente zona.El mismo cuenta con 2 dormitorios,2 baÃ±os,amplio living comedor con un gran balcon al frente,lavadero,amplia cocina y dependencia de servicio.En el valor incluye una cochera y una baulera.;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
199.624;12/1/15 0:00;2015;dic;dto;Colegiales;3435356;-34.5815649091,-58.4689235878;42;40;;;CODIGO: 3027PC190 ubicado en: ROSETI 1900EXCELENTE DPTO. CASI A ESTRENAR   Publicado por: PEREZ COMPEL. El precio es de USD 84900. EXCELENTE DEPARTAMENTO DE 1 AMBIENTE GRANDE, CASI 2, CON BAÃ‘O COMPLETO Y COCINA AMERICANA PISCINA SOLARIUM, GYM, LAUNDRY, S;"A 2 CUADRAS DEL SUBTE ""B"" ESTACION TRONADOR!!!!";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
199.643;12/22/15 0:00;2015;dic;dto;Almagro;3436397;-34.60245,-58.4128395;66;55;;3;Venta de Departamento 3 AMBIENTES en Almagro  Hermoso Departamento de 3 Ambientes en Torre piso 24 con Vista al Rio. Gran BALCÃ“N ATERRAZADO. 2 COCHERAS CUBIERTAS. Baulera. Muy buena ubicacion. Amplio Living  Comedor con placard empotrado. Aire Acondicion;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
199.697;1/20/16 0:00;2016;ene;casa;Palermo Hollywood;;-34.5835209,-58.4390899;193;141;;4;Venta de Casa 4 AMBIENTES en Palermo Hollywood DUPLEX EN VENTA  CON COCHERA PROPIA  GRAN LIVING COMEDOR EN EL INGRESO  3 BAÃ‘OS (1 TOILETTE)  COCINA COMEDOR  LAVADERO APARTE CUBIERTO Y PATIO CON JARDÃçN  EN 1ER PISO 3 AMPLIOS DORMITORIOS TODOS CON PLACARD;CASA EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
199.723;9/15/15 0:00;2015;sep;dto;Boedo;3436003;-34.6259482,-58.4195408;30;30;;1;sj242 DEPA EN CUOTAS $ 7.821 SIN ANTICIPOSSS;;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
199.764;1/19/16 0:00;2016;ene;dto;Belgrano;3436077;-34.569655,-58.4363288;76;72;;3;Venta de Departamento 3 AMBIENTES en Belgrano  Sup total: 76,56 m2 por escritura La propiedad se encuentra actualizada con una ampliacion de aprox 10 mts en el living.  Hermoso depto de 3 ambientes en importante zona de Belgrano  a pasos del Solar de la A;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199.842;7/12/15 0:00;2015;jul;dto;Nunez;3430348;-34.5515565,-58.4539678;120;117;;4;A ESTRENARDEPARTAMENTO DE 3 DORMITORIOS, 1 EN SUITE CON VESTIDOR, 2Â° Y 3Â° CON PLACARD. GRAN COCINA CON COMEDOR DIARIO, 2 BAÃ‘OS COMPLETOS Y TOILETTE.AMBIENTES AMPLIOS Y LUMINOSOS CON DETALLES DE TERMINACIÃ“N.PLANTAS MUY ESPACIOSAS, CON TODOS LOS AMBIENT;Departamento 120mÂ_ 4 ambientes con Toilette en ArribeÃ±os 2600, Capital Federal, NuÃ±ez, por U$S 320.000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
199.858;4/24/15 0:00;2015;abr;dto;Barrio Norte;3436109;-34.6057005,-58.3779666;105;100;;4;Departamento de cuatro ambientes muy luminoso.Cuenta con tres dormitorios, dependencia y baÃ±o de servicio, living comedor con toilette de recepcion, cocina con bajo mesada y alacena. Balcon corrido a pulmon de manzana con arboleda. Tiene baulera propia A;Departamento en Barrio Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
199.883;9/19/15 0:00;2015;sep;dto;Palermo Hollywood;;-34.5817823973,-58.4334451291;40;;6;2;VENTA DUPLEX DE 2 AMBIENTES PARA INVERSORES, RENTA HASTA  FEB2017  PALERMO HOLLYWOOD. FRENTE, PISO ALTO  AMENITIES: PARRILLA Y SOLARIUM EN LA TERRAZA.  ENTRADA PRINCIPAL AL ESTAR COMEDOR CON PUERTA VENTANA AL BALCON Y AA. PISOS CON CERAMICOS. COCINA ABIER;DEPARTAMENTO EN VENTA;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0
2.108;11/19/15 0:00;2015;nov;dto;Flores;3433918;-34.6349102655,-58.4732609116;0;74;;3;EXCELENTE PISO EN DUPLEX DE 3 AMBIENTES AL FRENTE CON ESPECTACULAR BALCÃ“N TERRAZA EN FORMA DE L, QUINCHO (7.12X1.81) + BALCON (7.50X1.86 + 5.30X1.87) Y SEGUNDO BALCÃ“N (5.00X1.65)  DESARROLLADO DE LA SIGUIENTE MANERA:EN PLANTA BAJA: LIVING/COMEDOR, POR E;Departamento 3 ambientes con Gas Natural en Alberdi al 3300, Capital Federal, Flores, por U$S 137.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2.173;2/10/16 0:00;2016;feb;dto;Palermo;3430234;-34.5938779,-58.429594;88;79;9;2;Venta de Departamento 2 AMBIENTES en Palermo desarrollado en duplex con vista panoramica a la ciudad, terminaciones minimalistas de excelente calidad, cuenta con dos niveles ubicados en el 9Â° y 10Â° piso del edificio, ambos niveles poseen balcon aterraza;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2.227;8/25/15 0:00;2015;ago;dto;Coghlan;3435359;-34.566017,-58.4724799;47;40;4;2;EXCELENTE INVERSIÃ“N CON RENTA EN EDIFICIO EN TORRE EN IMPECABLE ESTADO, LOTE DE TRES FRENTES. APTO PROFESIONAL. DORMITORIO, LIVING COMEDOR A BALCÃ“N CON DECK, COCINA CON LAVADERO SEPARADO, BAÃ‘O COMPLETO A NUEVO, MUY LUMINOSO. AMPLIA VISTA A JARDINES. AM;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.238;12/1/15 0:00;2015;dic;dto;Boedo;3436003;-34.6197898,-58.4166183;30;30;;1;b150 EL CAMBIO LLEGO  ELEGI TU DEPA Y PAGALO EN 8 AÃ‘OS EN PESOS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.364;4/24/15 0:00;2015;abr;dto;Barrio Norte;3436109;-34.5860208595,-58.3968829956;500;440;;8;** MAGNIFICO PISO EN DUPLEX DE 500 M2 EN LA ISLA. ( 440 M2 CUBIERTOS + 60 M2 DEWSCUBIERTOS) SEGURIDAD 24HS. PB: ESPACIOSO LIVING AL FRENTE CON SALIDA A  BALCON CORRIDO CON VISTA PANORAMICA. GRAN COMEDOR INDEPENDIENTE CON PISOS DE MADERA TAMBIEN AL FRENTE;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2.370;5/27/15 0:00;2015;may;PH;Flores;3433918;-34.632626777,-58.4542859232;180;90;;;CODIGO: 134285 ubicado en: Francisco Bilbao al 1900   Publicado por: GRUPO MEGA OP. FLORES. El precio es de USD 180000. MUY BUEN PH DE 4 AMBIENTES CON DEPENDENCIA AL FRENTE EN PRIMER PISO POR ESCALERA CON ENTRADA INDEPENDIENTE, BALCON, PATIO Y TERRAZA PRO;MUY BUEN PH AL FRENTE 4 AMB C/ PATIO, BALCON, TERRAZA Y DEPENDENCIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
2.485;1/24/16 0:00;2016;ene;dto;Villa Pueyrredon;3429703;-34.565681,-58.480006;;93;;4;Hernan Perrone   2792Contacto: Leandro Domenianni  MLS ID # 1511512Edificio en torre, amplia entrada con 3 ascensores nuevos de acero inoxidable. Departamento muy luminoso con cocina grande, living comedor enorme mas dos baÃ±os completos (uno con baÃ±era);Departamento 5 ambientes excelente estado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.502;12/29/15 0:00;2015;dic;dto;San Telmo;3428113;-34.623148,-58.366848;;36;;1;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, San Telmo  Apto profesionalDEPARTAMENTOSForma de pago: 40% de Anticipo. 15% en 4 refuerzos. Los 4 refuerzos seran actualizados por el INDICE CAC BASE FEBRERO 2016 al momento de pago. 45% en 30;;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2.672;10/14/15 0:00;2015;oct;dto;San Nicolas;6693229;-34.6036844,-58.3815591;23;23;;1;1 ambiente. BaÃ±o + dormitorio AmobladoCerca del casino central, estacion de servicio, para de taxis y colectivos en la puerta de entrada.;Departamento 1 Ambiente ALBERTI Y TUCUMAN. Ambiente. Dormitorio. 23 m2. 23 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.708;10/23/15 0:00;2015;oct;dto;Colegiales;3435356;-34.5762868,-58.4510837;52;52;1;3;Departamento de 3 ambientes. Todo en muy buen estado. Excelente ubicacion, a media cuadra del Sanatorio Colegiales y a 3 cuadras de la estacion del ferrocarril. Living comedor y 2 dormitorios, todo con pisos parquet. Cocina independiente con muebles compl;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.809;12/22/15 0:00;2015;dic;dto;Versalles;3427510;-34.6324028,-58.5216373;75;70;5;3;Venta de Departamento 3 AMBIENTES en Versalles  DESCRIPCION: EXCELENTE DEPARTAMENTO CON BALCON AL CONTRAFRENTE. 2 DORMITORIO. 1 BAÃ‘O.  COCINA INTEGRADA. EDIFICIO CON GIMNASIO , SAUNA , HIDROMASAJE , SAUNAS , PILETA , LAUNDRY Y COCHERA.    LOUNGE PROPIEDA;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
20.098;2/12/16 0:00;2016;feb;dto;Capital Federal;3433955;-34.5776672,-58.4243279;;116;;3;Raul Hector Merlo  CUCICBA 2407Contacto: Natalia Faierman  MLS ID # 61079250OPORTUNIDAD Piso 32 vistas panoramicas Con cochera opcional y baulera En venta, lujosa torre AAA en Palermo chico de conocido arquitecto Aisenson.  Departamento a estrenar de 3 do;Oportunidad!a estrenar torre 3 dorm 117m2 piso 32;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
20.149;12/20/15 0:00;2015;dic;dto;Villa General Mitre;3427433;-34.616857,-58.486362;;49;8;1;Mariano Aufseher  CUCICBA 4251Contacto: Mariana Labroca  MLS ID # 42025105911Venta Departamento 2 Ambientes Villa del Parque. Orientacion Este. Amplio Living comedor con cocina separada, pisos de porcelanato. BaÃ±o completo con hidromasaje. Dormitorio amp;IMPECABLE DEPTO DE 2 AMBIENTES!!!!!!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.344;11/17/15 0:00;2015;nov;dto;Belgrano;3436077;-34.5645743,-58.4657292;30;25;1;2;Venta de Departamento 2 AMBIENTES en Belgrano Unidad de 2 ambientes al frente con balcon . Muy buena ubicacion a 2 cuadras de Avda. Monroe Se deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el v;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20.423;11/10/15 0:00;2015;nov;dto;Belgrano;3436077;-34.5640021,-58.4647668;36;30;;2;Venta de Departamento 2 AMB en Belgrano APTO CREDITO BANCARIO    LEOPOLDO GALCERAN;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
